ESPH1705148347 ESPH1704373126 USAM0071494672
USAM0001926780 USAH0010515644 USAM0001620273
USAH0010515644 USAH0009177715 USAM0001583197
USAH0009177715 USAH0007447916 USAM0001500404
USAM0001500404 USAH0005054916 USAM0001381027
USAH0007447916 USAH0005836677 USAM0001392858
USAH0005836677 USAH0004520871 USAM0001122127
USAH0004520871 00000000000000 00000000000000
USAH0014085789 USAH0009993291 USAM0001929410
USAH0009993291 USAH0009465813 USAM0001629391
USAH0009465813 USAH0008094681 USAM0001520283
USAH0008094681 USAH0007429451 USAM0001450228
USAH0007429451 USAH0006656754 USAM0001496750
USAH0006656754 USAH0005230434 USAM0001292880
USAH0005230434 USAH0004216088 USAM0001136435
USAM0001136435 USAH0002613533 USAM0000943802
USAH0004216088 00000000000000 00000000000000
USAH0135511521 USAH0129136431 USAM0128891296
USAM0128891296 CANH0006019019 CANM0005844883
CANH0006019019 CANH0004634880 CANM0005280970
CANM0005280970 USAH0012340765 CANM0000376455
USAH0012340765 USAH0010510712 USAM0001773417
USAH0010510712 USAH0007526808 USAM0001626813
USAH0007526808 USAH0006391654 USAM0001450228
USAH0006391654 USAH0005129832 USAM0001383004
USAH0005129832 USAH0002696847 USAM0001222191
USAH0002696847 USAH0002282017 USAM0000872782
USAM0000872782 00000000000000 00000000000000
USAH0002282017 00000000000000 00000000000000
CANH0004634880 CANH0004162920 CANM0000343514
CANH0004162920 CANH0003657016 CANM0000352882
CANM0000352882 CANH0002527406 CANM0000310451
CANH0002527406 CANH0002329634 CANM0000297414
CANM0000297414 CANH0001803713 CANM0000289103
CANM0000289103 CANH0001551103 CANM0000265607
CANH0001551103 CANH0001189629 CANM0000257108
CANM0000257108 CANH0000806641 CANM0000198998
CANH0000806641 00000000000000 CANM0000160321
CANH0001189629 CANH0000933112 CANM0000218036
CANH0000933112 CANH0000758174 CANM0000212756
CANM0000212756 CANH0000443633 CANM0000123344
CANM0000123344 00000000000000 00000000000000
CANH0000443633 00000000000000 CANM0000095503
CANH0000758174 00000000000000 00000000000000
CANH0001803713 CANH0001329723 USAM0001459996
CANH0002329634 CANH0002296836 USAM0001414231
USAM0001414231 USAH0004051738 USAM0001305460
CANH0002296836 USAH0005292205 USAM0001459996
USAH0005292205 USAH0003865913 USAM0001305991
USAM0001305991 USAH0002799613 USAM0001024453
USAH0002799613 00000000000000 00000000000000
USAH0003865913 00000000000000 00000000000000
CANH0003657016 CANH0003067716 USAM0001458744
CANH0003067716 CANH0002520108 CANM0000308691
CANH0002520108 CANH0002253628 CANM0000309248
CANM0000309248 CANH0001970294 USAM0001459996
CANH0001970294 CANH0001631587 CANM0000274043
CANM0000274043 CANH0000945470 CANM0000257174
CANH0000945470 CANH0000791252 CANM0000197379
CANM0000197379 CANH0000593816 CANM0000179555
CANM0000179555 CANH0000297170 CANM0000155159
CANH0000297170 00000000000000 00000000000000
CANH0000593816 00000000000000 00000000000000
CANH0000791252 CANH0000451152 CANM0000160321
CANH0000451152 00000000000000 00000000000000
CANH0001631587 CANH0001254118 CANM0000229512
CANH0001254118 00000000000000 00000000000000
CANH0002253628 CANH0002044439 CANM0000274043
CANH0002044439 CANH0001905396 CANM0000268043
CANH0001905396 CANH0001427244 CANM0000267150
CANH0001427244 CANH0001005161 CANM0000257901
CANM0000257901 00000000000000 00000000000000
CANH0001005161 00000000000000 00000000000000
USAH0129136431 USAH0015149329 USAM0002250783
USAH0015149329 USAH0013950985 CANM0000392457
USAH0013950985 USAH0010060254 CANM0000376455
USAH0010060254 USAH0009260553 USAM0001520283
USAH0009260553 USAH0007758672 USAM0001612374
USAM0001612374 USAH0005094027 USAM0001525676
USAM0001525676 USAH0006066721 USAM0001348442
USAM0001348442 USAH0003866465 USAM0001268290
USAM0001268290 USAH0003693547 USAM0000886182
USAH0003693547 USAH0003138737 USAM0001070426
USAM0001070426 00000000000000 00000000000000
USAH0003138737 00000000000000 00000000000000
USAH0006066721 USAH0005443514 USAM0001270143
USAH0005443514 USAH0004939691 USAM0001189870
USAH0004939691 USAH0003290846 USAM0001220257
USAM0001220257 USAH0002780207 USAM0001160566
USAM0001160566 USAH0002931688 USAM0001071511
USAM0001071511 00000000000000 00000000000000
USAH0002931688 00000000000000 00000000000000
USAH0002780207 00000000000000 00000000000000
USAH0003290846 USAH0002590021 USAM0001031017
USAM0001031017 00000000000000 00000000000000
USAH0002590021 00000000000000 00000000000000
USAH0005094027 USAH0004613107 USAM0001150469
USAH0004613107 USAH0003146648 USAM0001234295
USAM0001234295 USAH0003488204 USAM0001114547
USAH0003488204 00000000000000 00000000000000
USAH0003146648 00000000000000 00000000000000
USAH0007758672 USAH0006855971 CANM0000284090
USAH0006855971 USAH0006560806 USAM0001489831
USAM0001489831 USAH0005801336 USAM0001291498
USAM0001291498 USAH0002854863 USAM0001026263
USAH0005801336 USAH0005013197 USAM0001277213
USAH0005013197 USAH0004534870 USAM0001150470
USAH0004534870 00000000000000 00000000000000
USAH0006560806 USAH0005506095 USAM0001221226
USAM0001221226 USAH0003376604 USAM0001068870
USAH0003376604 USAH0002740521 USAM0001050713
USAM0001050713 00000000000000 00000000000000
USAH0002740521 00000000000000 00000000000000
USAH0005506095 USAH0004643147 USAM0001199324
USAH0004643147 USAH0004057906 USAM0001173338
USAM0001173338 USAH0002723165 USAM0001070701
USAM0001070701 00000000000000 00000000000000
USAH0002723165 00000000000000 00000000000000
USAH0004057906 USAH0003172364 USAM0001145608
USAM0001145608 USAH0003038139 USAM0000955097
USAH0003038139 00000000000000 00000000000000
USAH0003172364 00000000000000 00000000000000
USAH0063437444 USAH0134315038 USAM0133002953
USAM0133002953 USAH0129136431 USAM0128460878
USAM0128460878 USAH0014085789 CANM0000391661
USAH0134315038 USAH0015954239 USAM0017013604
USAH0015954239 USAH0013555959 CANM0000391661
USAH0013555959 USAH0013543550 CANM0000352790
USAH0013543550 USAH0009878016 USAM0001650414
USAH0009878016 USAH0008120514 USAM0001615049
USAM0001615049 DEUH0006886009 USAM0001392858
DEUH0006886009 00000000000000 00000000000000
USAH0008120514 USAH0006770884 USAM0001392858
USAH0006770884 USAH0005604092 USAM0001447059
USAM0001447059 USAH0004784543 USAM0001397752
USAH0004784543 USAH0003743625 USAM0001243459
USAM0001243459 USAH0003317589 USAM0000915940
USAH0003317589 USAH0002733436 USAM0000909839
USAH0002733436 00000000000000 00000000000000
USAH0003743625 USAH0003284960 USAM0001068870
USAH0003284960 USAH0002740519 USAM0001050713
USAH0002740519 00000000000000 00000000000000
USAH0005604092 USAH0004700896 USAM0001189870
USAH0004700896 USAH0003701670 USAM0001182623
USAM0001182623 USAH0002710019 USAM0000909839
USAH0002710019 00000000000000 00000000000000
USAH0003701670 USAH0003096059 USAM0001088709
USAM0001088709 00000000000000 00000000000000
USAH0003096059 00000000000000 00000000000000
ESPH1704528384 ESPH1704322210 USAM0072436632
ESPH1704322210 ESPH1703941775 USAM0066619016
USAM0066619016 USAH0063265081 USAM0140145553
USAM0140145553 USAH0062496899 CANM0010705608
USAH0063265081 USAH0135828063 USAM0060540164
USAM0060540164 USAH0017391080 USAM0002290977
USAH0017391080 USAH0012895802 CANM0005470579
USAH0135828063 USAH0129132044 USAM0123066734
USAM0123066734 USAH0014734618 CANM0005457798
USAH0014734618 USAH0013740002 USAM0001983348
USAH0013740002 USAH0012020113 USAM0001773417
USAH0012020113 USAH0010735356 USAM0001667366
USAH0010735356 USAH0009507287 USAM0001626813
USAH0009507287 USAH0008634143 USAM0001491007
USAH0008634143 USAH0007848546 USAM0001450692
USAH0007848546 USAH0005655799 USAM0001447141
USAH0005655799 USAH0004936719 USAM0001211333
USAM0001211333 USAH0002631241 USAM0001110594
USAM0001110594 00000000000000 00000000000000
USAH0002631241 00000000000000 00000000000000
USAH0004936719 USAH0004281693 USAM0001284679
USAM0001284679 USAH0002830657 USAM0001218023
USAM0001218023 USAH0002640440 USAM0000933074
USAM0000933074 00000000000000 00000000000000
USAH0002640440 00000000000000 00000000000000
USAH0002830657 00000000000000 00000000000000
USAH0004281693 00000000000000 00000000000000
USAH0129132044 USAH0017143551 USAM0002250783
USAH0017143551 USAH0015204047 USAM0002122404
USAM0002122404 USAH0012406001 USAM0001879149
USAH0012406001 USAH0010704138 USAM0001682485
USAH0010704138 USAH0008483298 USAM0001427381
USAH0008483298 USAH0007442018 USAM0001428104
USAH0007442018 USAH0006372633 USAM0001393997
USAH0006372633 USAH0004720408 USAM0001383311
USAM0001383311 USAH0003472936 USAM0001013415
USAH0003472936 USAH0002384035 USAM0000912429
USAH0002384035 00000000000000 00000000000000
USAH0004720408 USAH0003150586 USAM0001296504
USAM0001296504 USAH0002651902 USAM0001209093
USAM0001209093 USAH0002637080 USAM0000999262
USAM0000999262 00000000000000 00000000000000
USAH0002637080 00000000000000 00000000000000
USAH0002651902 00000000000000 00000000000000
USAH0003150586 00000000000000 00000000000000
USAH0015204047 USAH0013685446 USAM0002026916
USAH0013685446 USAH0009562492 CANM0000349040
CANM0000349040 CANH0002117321 USAM0001458744
CANH0002117321 CANH0001932188 CANM0000288790
CANH0001932188 CANH0001522906 CANM0000252803
CANH0001522906 CANH0001249340 CANM0000263332
CANH0001249340 CANH0001132410 CANM0000241947
CANM0000241947 CANH0000761700 CANM0000197964
CANH0001132410 00000000000000 00000000000000
USAH0009562492 USAH0008029730 USAM0001631785
USAM0001631785 USAH0005476285 USAM0001491007
USAH0005476285 USAH0005008412 USAM0001316050
USAM0001316050 USAH0002904186 USAM0000874306
USAH0002904186 00000000000000 00000000000000
USAH0005008412 USAH0004120214 USAM0001240705
USAM0001240705 USAH0003037363 USAM0001048677
USAM0001048677 00000000000000 00000000000000
USAH0003037363 USAH0002752712 USAM0000972500
USAH0002752712 00000000000000 00000000000000
USAH0004120214 USAH0003409768 USAM0001020473
USAM0001020473 00000000000000 00000000000000
USAH0003409768 USAH0002887331 USAM0000998751
USAH0002887331 00000000000000 00000000000000
USAH0008029730 USAH0007021964 USAM0001441440
USAH0007021964 USAH0005306552 USAM0001489135
USAM0001489135 USAH0003840436 CANM0000262728
CANM0000262728 CANH0000723716 CANM0000249530
USAH0003840436 USAH0003315290 USAM0000909229
USAH0003315290 USAH0002772998 USAM0000998751
USAH0002772998 00000000000000 00000000000000
USAH0005306552 USAH0004458412 USAM0001345041
USAM0001345041 USAH0003840437 USAM0001013415
USAH0003840437 USAH0002887329 USAM0000998751
USAH0002887329 00000000000000 00000000000000
USAH0004458412 USAH0004101137 USAM0001240705
USAH0004101137 USAH0003026164 USAM0000909229
USAH0003026164 00000000000000 00000000000000
ESPH1703941775 ESPH1703137258 CANM0007925737
ESPH1703137258 ESPH1702962631 USAM0060000299
USAM0060000299 USAH0017328268 ITAM6001001962
USAH0017328268 USAH0015607898 USAM0002147486
USAH0015607898 USAH0014334785 USAM0002071864
USAH0014334785 USAH0012806737 USAM0001964484
ESPH1702962631 ITAH5000162714 ITAM3804037453
ITAM3804037453 ITAH0200042689 USAM0002078290
USAM0002078290 USAH0012178426 USAM0001879149
USAH0012178426 USAH0011356580 USAM0001665634
ITAH0200042689 ITAH0200036737 USAM0001929410
ITAH5000162714 ITAH4008016048 ITAM4008007584
ITAM4008007584 ITAH0024010688 USAM0002138587
USAM0002138587 USAH0011464413 USAM0001929410
ITAH0024010688 00000000000000 00000000000000
ITAH4008016048 ITAH4006023228 USAM0002083051
USAM0002083051 USAH0011833272 USAM0001879085
USAH0011833272 USAH0010675772 USAM0001650414
USAH0010675772 USAH0009344299 USAM0001644629
USAH0009344299 USAH0007773201 USAM0001694926
USAM0001694926 USAH0006463441 USAM0001347065
USAM0001347065 USAH0003922839 CANM0000260753
USAH0006463441 USAH0005533171 USAM0001441148
USAH0005533171 USAH0004375992 USAM0001189870
USAH0004375992 USAH0003896247 USAM0001293574
USAM0001293574 USAH0003276207 USAM0001026115
USAH0003276207 00000000000000 00000000000000
USAH0003896247 USAH0002869065 USAM0001198210
USAM0001198210 USAH0002619721 USAM0001116159
USAH0002619721 00000000000000 00000000000000
USAH0002869065 00000000000000 00000000000000
USAH0007773201 USAH0006700784 USAM0001508246
USAM0001508246 USAH0005897529 USAM0001237057
USAH0005897529 USAH0005102573 USAM0001189870
USAH0005102573 USAH0003972645 USAM0001024856
USAH0003972645 USAH0003262228 USAM0000769170
USAH0003262228 USAH0002562608 USAM0000920702
USAM0000920702 00000000000000 00000000000000
USAH0002562608 00000000000000 00000000000000
USAH0006700784 USAH0005395855 USAM0001458939
USAM0001458939 USAH0004545660 USAM0001189870
USAH0004545660 USAH0003429457 USAM0001099477
USAH0003429457 USAH0002300144 USAM0001024431
USAM0001024431 00000000000000 00000000000000
USAH0002300144 00000000000000 00000000000000
USAH0005395855 USAH0004703579 USAM0001330681
USAM0001330681 USAH0003037363 USAM0001181068
USAH0004703579 USAH0003429457 USAM0000967010
USAM0000967010 00000000000000 00000000000000
ITAH4006023228 00000000000000 00000000000000
ESPH1705215803 ESPH1704528386 840M3132353434
ESPH1704528386 ESPH1704121793 840M3010354319
ESPH1704121793 ESPH1703759070 00000000000000
ESPH1703759070 ESPH1703550097 USAM0136518941
USAM0136518941 USAH0127526171 USAM0017064727
USAH0127526171 USAH0014783736 USAM0002048702
USAM0002048702 USAH0011316154 CANM0000352790
USAH0011316154 USAH0009554299 USAM0001664500
USAM0001664500 USAH0007968401 USAM0001491007
USAH0007968401 USAH0006785167 USAM0001347940
USAH0006785167 USAH0005164603 USAM0001397752
USAH0005164603 USAH0004479257 USAM0001151349
USAH0004479257 USAH0003523520 USAM0001025902
USAH0003523520 USAH0003030187 USAM0000874306
USAH0003030187 00000000000000 00000000000000
USAH0009554299 USAH0008695163 USAM0001690869
USAM0001690869 USAH0007617793 CANM0000290725
CANM0000290725 CANH0001606995 USAM0001459996
CANH0001606995 CANH0001186503 CANM0000218036
CANH0001186503 CANH0000883606 CANM0000207873
CANH0000883606 CANH0000541703 CANM0000174239
CANM0000174239 CANH0000438166 CANM0000137532
CANH0000541703 00000000000000 00000000000000
USAH0007617793 USAH0006651612 USAM0001392858
USAH0006651612 USAH0005002567 USAM0001308101
USAH0005002567 USAH0004356271 USAM0001152351
USAH0004356271 USAH0003410895 USAM0000923750
USAM0000923750 00000000000000 00000000000000
USAH0003410895 USAH0002672947 USAM0000808860
USAM0000808860 00000000000000 00000000000000
USAH0002672947 00000000000000 00000000000000
USAH0008695163 USAH0007936784 USAM0001584116
USAM0001584116 USAH0006582855 USAM0001383311
USAH0006582855 USAH0005932614 USAM0001237057
USAH0005932614 USAH0004506695 USAM0001190632
USAM0001190632 USAH0002803453 USAM0000835921
USAH0004506695 USAH0003817253 USAM0001113350
USAH0003817253 USAH0003256132 USAM0001010937
USAM0001010937 00000000000000 00000000000000
USAH0003256132 USAH0002906863 USAM0001037337
USAM0001037337 00000000000000 00000000000000
USAH0002906863 00000000000000 00000000000000
USAH0007936784 USAH0004708663 USAM0001473048
USAM0001473048 USAH0003540979 USAM0001190632
USAH0003540979 USAH0002991065 USAM0001077196
USAM0001077196 00000000000000 00000000000000
USAH0002991065 00000000000000 00000000000000
USAH0004708663 00000000000000 00000000000000
USAH0014783736 USAH0012833157 USAM0001773417
USAH0012833157 USAH0010689235 USAM0001672151
USAH0010689235 USAH0008619787 USAM0001491007
USAH0008619787 USAH0007803182 USAM0001514954
USAH0007803182 USAH0007147625 USAM0001538654
USAM0001538654 USAH0005843562 USAM0001450228
USAH0005843562 USAH0004055554 USAM0001199324
USAH0004055554 USAH0003334967 USAM0001111076
USAH0003334967 USAH0002926258 USAM0001089127
USAM0001089127 00000000000000 00000000000000
USAH0002926258 00000000000000 00000000000000
USAH0007147625 USAH0006300700 USAM0001490607
USAM0001490607 USAH0004883747 USAM0001378594
USAH0004883747 USAH0003981228 USAM0001285952
USAM0001285952 USAH0002791982 USAM0000972500
USAH0002791982 00000000000000 00000000000000
USAH0003981228 USAH0003576527 USAM0001191264
USAM0001191264 USAH0003113439 USAM0000956081
USAH0003113439 00000000000000 00000000000000
USAH0003576527 USAH0002626544 USAM0000955619
USAH0002626544 00000000000000 00000000000000
USAH0006300700 USAH0004510310 USAM0001410984
USAH0004510310 USAH0003755304 USAM0001024453
USAH0003755304 00000000000000 00000000000000
ESPH1703550097 FRAH5633175886 FRAM3556862094
FRAM3556862094 USAH0129843166 USAM0017058140
USAM0017058140 USAH0014911435 USAM0002103297
USAH0014911435 USAH0013875857 USAM0002115255
USAM0002115255 USAH0012844486 USAM0001929410
USAH0012844486 USAH0011670391 USAM0001650414
USAH0011670391 USAH0010587740 USAM0001626813
USAH0010587740 USAH0009778409 USAM0001458744
USAH0009778409 USAH0008156775 USAM0001416897
USAH0008156775 USAH0006040205 USAM0001427381
USAH0006040205 USAH0005036066 USAM0001405610
USAM0001405610 CANH0001164809 CANM0000268740
CANH0001164809 CANH0000988474 CANM0000243980
CANH0000988474 00000000000000 00000000000000
USAH0005036066 USAH0003918722 USAM0001262790
USAM0001262790 USAH0002613108 USAM0001078090
USAM0001078090 00000000000000 00000000000000
USAH0002613108 00000000000000 00000000000000
USAH0003918722 00000000000000 00000000000000
USAH0013875857 USAH0012719686 CANM0000363162
USAH0012719686 USAH0009659274 USAM0001626813
USAH0009659274 USAH0008111792 USAM0001583197
USAH0008111792 USAH0005548843 USAM0001458744
USAH0005548843 USAH0004689272 USAM0001365701
USAM0001365701 USAH0004182941 USAM0001318761
USAM0001318761 USAH0004065829 USAM0001259881
USAM0001259881 USAH0002705982 USAM0001235335
USAM0001235335 USAH0003456096 USAM0000949441
USAM0000949441 00000000000000 00000000000000
USAH0003456096 00000000000000 00000000000000
USAH0002705982 00000000000000 00000000000000
USAH0004065829 USAH0003439655 USAM0001235335
USAH0003439655 USAH0002367827 USAM0000812518
USAM0000812518 00000000000000 00000000000000
USAH0002367827 00000000000000 00000000000000
USAH0004182941 00000000000000 00000000000000
USAH0004689272 CANH0001008853 CANM0000241621
CANM0000241621 00000000000000 00000000000000
CANH0001008853 00000000000000 00000000000000
USAH0129843166 USAH0124691009 NLDM0839380546
NLDM0839380546 USAH0014080279 USAM0002070579
USAH0014080279 USAH0012796726 USAM0001912270
